CustomerID,Age,Gender,AnnualIncome,TenureYears,PreferredChannel,PreferredCategory,Recency,Frequency,MonetaryValue,AvgBasketSize,LoyaltyMember,Segment,SegmentLabel
CUST00245,26,Male,38730.87,0.24,In-Store,Sports,23,18,552.02,30.67,0,2,Occasional Big Spenders
CUST00246,37,Female,33663.8,0.83,Mobile App,Home & Garden,115,3,370.15,123.38,0,1,At-Risk / Disengaged
CUST00247,61,Male,110136.0,3.16,Online,Fashion,7,22,4055.69,184.35,1,0,VIP / Premium Loyalists
CUST00248,51,Female,41544.5,0.7,In-Store,Electronics,118,3,152.14,50.71,1,1,At-Risk / Disengaged
CUST00249,30,Female,58828.3,0.23,In-Store,Sports,72,4,542.92,135.73,1,1,At-Risk / Disengaged
CUST00250,19,Female,52441.17,7.15,In-Store,Groceries,121,4,230.26,57.56,0,1,At-Risk / Disengaged
CUST00251,29,Male,35153.18,0.43,Mobile App,Home & Garden,10,20,870.65,43.53,0,2,Occasional Big Spenders
CUST00252,43,Female,137849.44,5.91,Online,Home & Garden,13,25,3237.49,129.5,1,0,VIP / Premium Loyalists
CUST00253,31,Female,49989.37,3.92,In-Store,Groceries,82,4,405.88,101.47,1,1,At-Risk / Disengaged
CUST00254,41,Female,106923.48,4.34,In-Store,Electronics,5,24,3810.74,158.78,0,0,VIP / Premium Loyalists
CUST00255,25,Female,29819.67,0.75,Online,Home & Garden,21,17,502.59,29.56,0,2,Occasional Big Spenders
CUST00256,50,Female,99455.21,1.1,Online,Electronics,47,6,3211.41,535.24,1,3,Budget Shoppers
CUST00257,27,Female,61859.38,0.64,In-Store,Home & Garden,61,4,154.66,38.66,0,1,At-Risk / Disengaged
CUST00258,45,Female,67527.12,0.83,Mobile App,Beauty,45,6,2667.41,444.57,0,3,Budget Shoppers
CUST00259,39,Male,105519.43,0.83,Online,Home & Garden,75,3,3932.05,1310.68,1,3,Budget Shoppers
CUST00260,28,Male,41234.19,0.97,Mobile App,Beauty,13,25,539.19,21.57,0,2,Occasional Big Spenders
CUST00261,25,Male,94782.4,0.58,Online,Sports,26,7,3420.82,488.69,0,3,Budget Shoppers
CUST00262,30,Male,50167.12,5.42,Online,Electronics,141,5,255.74,51.15,0,1,At-Risk / Disengaged
CUST00263,33,Male,26431.57,0.83,Online,Home & Garden,20,24,333.21,13.88,1,2,Occasional Big Spenders
CUST00264,41,Male,107424.26,0.91,Online,Fashion,7,5,2083.76,416.75,0,3,Budget Shoppers
CUST00265,43,Female,32768.09,1.18,Online,Fashion,140,4,92.9,23.22,0,1,At-Risk / Disengaged
CUST00266,32,Male,110544.74,5.81,Online,Groceries,54,5,2005.18,401.04,0,3,Budget Shoppers
CUST00267,33,Female,120602.66,3.09,In-Store,Fashion,71,8,2859.72,357.46,1,3,Budget Shoppers
CUST00268,31,Male,103645.48,0.11,In-Store,Beauty,36,7,2873.72,410.53,0,3,Budget Shoppers
CUST00269,50,Male,79938.39,2.88,Online,Fashion,12,18,3892.82,216.27,0,0,VIP / Premium Loyalists
CUST00270,28,Male,16526.53,0.93,Online,Fashion,16,23,749.33,32.58,0,2,Occasional Big Spenders
CUST00271,38,Male,57466.15,0.65,Online,Fashion,140,4,400.67,100.17,1,1,At-Risk / Disengaged
CUST00272,28,Female,30513.25,2.48,In-Store,Home & Garden,83,5,412.51,82.5,0,1,At-Risk / Disengaged
CUST00273,35,Female,60031.12,1.46,Online,Groceries,87,2,383.46,191.73,0,1,At-Risk / Disengaged
CUST00274,45,Male,49095.67,5.1,Online,Electronics,134,4,179.83,44.96,0,1,At-Risk / Disengaged
CUST00275,43,Male,95895.93,0.49,Mobile App,Groceries,45,5,3289.18,657.84,1,3,Budget Shoppers
CUST00276,42,Female,99385.47,5.01,Mobile App,Beauty,66,4,2604.09,651.02,0,3,Budget Shoppers
CUST00277,29,Female,37058.36,0.86,Online,Home & Garden,141,2,427.19,213.6,1,1,At-Risk / Disengaged
CUST00278,44,Female,115008.42,0.85,Online,Sports,74,6,2352.16,392.03,1,3,Budget Shoppers
CUST00279,29,Female,70651.93,0.18,Online,Home & Garden,22,8,2359.52,294.94,1,3,Budget Shoppers
CUST00280,53,Female,39445.18,1.21,In-Store,Fashion,148,6,221.11,36.85,0,1,At-Risk / Disengaged
CUST00281,33,Female,41775.69,0.67,In-Store,Fashion,125,4,434.09,108.52,1,1,At-Risk / Disengaged
CUST00282,57,Male,140406.78,1.29,Online,Beauty,6,22,3777.57,171.71,0,0,VIP / Premium Loyalists
CUST00283,48,Male,109026.95,5.36,In-Store,Sports,8,19,4015.68,211.35,1,0,VIP / Premium Loyalists
CUST00284,22,Female,29857.94,0.46,Online,Home & Garden,29,12,350.81,29.23,1,2,Occasional Big Spenders
CUST00285,37,Female,68906.39,2.31,Online,Sports,31,4,2945.09,736.27,0,3,Budget Shoppers
CUST00286,27,Female,34332.93,1.47,Online,Electronics,16,19,478.09,25.16,0,2,Occasional Big Spenders
CUST00287,35,Female,126594.65,1.5,Online,Groceries,11,17,4855.02,285.59,1,0,VIP / Premium Loyalists
CUST00288,52,Male,106800.83,2.21,Online,Home & Garden,22,6,2993.76,498.96,1,3,Budget Shoppers
CUST00289,32,Female,44356.72,0.9,Online,Sports,13,18,370.33,20.57,0,2,Occasional Big Spenders
CUST00290,43,Female,93024.15,2.79,Online,Electronics,52,5,3094.32,618.86,1,3,Budget Shoppers
CUST00291,27,Male,33605.17,0.45,Online,Electronics,17,16,580.28,36.27,1,2,Occasional Big Spenders
CUST00292,31,Female,48419.7,1.43,In-Store,Groceries,11,18,586.99,32.61,1,2,Occasional Big Spenders
CUST00293,19,Female,60345.62,4.03,Online,Electronics,105,3,335.31,111.77,0,1,At-Risk / Disengaged
CUST00294,43,Male,96027.9,3.73,Online,Beauty,5,34,3959.36,116.45,1,0,VIP / Premium Loyalists
CUST00295,24,Male,36915.24,0.34,In-Store,Electronics,19,20,611.39,30.57,0,2,Occasional Big Spenders
CUST00296,45,Male,120506.37,0.18,In-Store,Sports,55,6,3998.36,666.39,0,3,Budget Shoppers
CUST00297,43,Female,46860.29,6.77,Mobile App,Beauty,152,7,205.68,29.38,0,1,At-Risk / Disengaged
CUST00298,20,Male,43855.72,0.43,Online,Electronics,20,29,487.41,16.81,0,2,Occasional Big Spenders
CUST00299,33,Female,125948.8,1.47,Online,Fashion,75,4,2415.31,603.83,0,3,Budget Shoppers
CUST00300,31,Female,29476.91,0.17,In-Store,Electronics,15,22,597.52,27.16,0,2,Occasional Big Spenders
CUST00301,25,Male,46549.06,0.11,In-Store,Beauty,5,22,558.16,25.37,0,2,Occasional Big Spenders
CUST00302,35,Female,104768.68,2.89,Online,Electronics,29,6,2915.44,485.91,0,3,Budget Shoppers
CUST00303,35,Other,83979.74,1.1,Mobile App,Electronics,29,4,4864.37,1216.09,0,3,Budget Shoppers
CUST00304,49,Male,113881.46,6.13,Online,Electronics,38,5,3503.87,700.77,1,3,Budget Shoppers
CUST00305,37,Male,100901.83,2.02,Mobile App,Beauty,46,2,2639.14,1319.57,1,3,Budget Shoppers
CUST00306,25,Female,28989.89,5.46,Mobile App,Electronics,120,4,401.64,100.41,0,1,At-Risk / Disengaged
CUST00307,42,Female,105923.31,0.49,In-Store,Groceries,76,4,3131.54,782.88,0,3,Budget Shoppers
CUST00308,38,Male,89259.65,0.7,Mobile App,Sports,11,25,5595.71,223.83,0,0,VIP / Premium Loyalists
CUST00309,26,Male,31122.43,0.84,In-Store,Groceries,113,3,591.21,197.07,0,1,At-Risk / Disengaged
CUST00310,29,Male,33831.31,4.82,Online,Beauty,10,14,495.23,35.37,1,2,Occasional Big Spenders
CUST00311,53,Other,151768.86,4.84,Online,Fashion,2,13,5696.77,438.21,1,0,VIP / Premium Loyalists
CUST00312,29,Male,35003.56,1.5,Online,Groceries,5,23,563.82,24.51,1,2,Occasional Big Spenders
CUST00313,22,Female,35685.5,1.77,Online,Sports,8,19,465.7,24.51,0,2,Occasional Big Spenders
CUST00314,30,Female,42907.23,2.13,In-Store,Home & Garden,81,3,321.21,107.07,0,1,At-Risk / Disengaged
CUST00315,31,Male,49246.93,0.88,Online,Sports,199,1,475.7,475.7,1,1,At-Risk / Disengaged
CUST00316,47,Female,117400.97,1.66,Online,Groceries,47,7,3036.84,433.83,1,3,Budget Shoppers
CUST00317,54,Male,97486.45,1.96,In-Store,Home & Garden,3,23,3559.97,154.78,0,0,VIP / Premium Loyalists
CUST00318,27,Female,32794.38,0.1,Mobile App,Beauty,23,20,606.64,30.33,0,2,Occasional Big Spenders
CUST00319,24,Male,36690.27,0.37,Online,Sports,25,16,318.52,19.91,1,2,Occasional Big Spenders
CUST00320,30,Female,24965.61,0.94,Online,Fashion,3,17,507.36,29.84,0,2,Occasional Big Spenders
CUST00321,46,Female,117947.75,4.08,Online,Home & Garden,55,4,2658.96,664.74,0,3,Budget Shoppers
CUST00322,38,Male,99833.61,3.48,In-Store,Home & Garden,68,9,3090.25,343.36,0,3,Budget Shoppers
CUST00323,39,Male,120388.26,0.47,Online,Sports,51,4,3782.36,945.59,0,3,Budget Shoppers
CUST00324,30,Male,36206.96,2.13,In-Store,Groceries,14,20,632.7,31.64,0,2,Occasional Big Spenders
CUST00325,55,Male,66073.15,1.93,Online,Home & Garden,126,4,176.1,44.02,0,1,At-Risk / Disengaged
CUST00326,42,Female,77219.05,0.69,Online,Beauty,59,5,2094.36,418.87,0,3,Budget Shoppers
CUST00327,35,Female,69699.79,4.31,Mobile App,Sports,45,8,2164.57,270.57,0,3,Budget Shoppers
CUST00328,52,Male,114950.08,0.77,Online,Beauty,54,8,2031.01,253.88,0,3,Budget Shoppers
CUST00329,46,Female,121065.02,0.99,Online,Sports,3,19,4677.78,246.2,1,0,VIP / Premium Loyalists
CUST00330,22,Female,22792.56,2.26,Online,Beauty,20,23,680.58,29.59,0,2,Occasional Big Spenders
CUST00331,39,Female,121640.53,0.13,Online,Groceries,9,21,3393.16,161.58,0,0,VIP / Premium Loyalists
CUST00332,18,Male,45010.44,3.3,In-Store,Sports,135,2,308.03,154.01,1,1,At-Risk / Disengaged
CUST00333,30,Male,32583.64,0.43,Online,Fashion,12,22,650.26,29.56,0,2,Occasional Big Spenders
CUST00334,29,Male,29341.65,2.46,Online,Groceries,16,24,478.31,19.93,1,2,Occasional Big Spenders
CUST00335,22,Female,33047.36,0.56,Online,Beauty,15,17,650.08,38.24,0,2,Occasional Big Spenders
CUST00336,34,Male,25389.57,0.1,In-Store,Sports,21,25,694.46,27.78,0,2,Occasional Big Spenders
CUST00337,40,Male,66364.71,2.61,In-Store,Groceries,180,5,329.92,65.98,0,1,At-Risk / Disengaged
CUST00338,47,Male,126837.89,2.27,In-Store,Beauty,38,3,2412.77,804.26,0,3,Budget Shoppers
CUST00339,48,Female,67999.47,2.43,In-Store,Electronics,11,29,3726.12,128.49,1,0,VIP / Premium Loyalists
CUST00340,28,Male,44516.12,0.27,Online,Electronics,24,21,575.94,27.43,1,2,Occasional Big Spenders
CUST00341,61,Male,110073.91,4.04,Online,Home & Garden,12,32,3606.01,112.69,1,0,VIP / Premium Loyalists
CUST00342,41,Male,85880.0,4.41,Online,Fashion,9,22,5655.96,257.09,0,0,VIP / Premium Loyalists
CUST00343,25,Male,37738.7,4.86,Online,Electronics,27,22,662.23,30.1,0,2,Occasional Big Spenders
CUST00344,49,Female,90394.78,3.4,Online,Beauty,20,17,3949.97,232.35,0,0,VIP / Premium Loyalists
CUST00345,48,Male,105910.58,0.13,In-Store,Groceries,15,33,3827.36,115.98,1,0,VIP / Premium Loyalists
CUST00346,37,Male,80466.16,5.36,In-Store,Sports,43,8,2982.89,372.86,1,3,Budget Shoppers
CUST00347,28,Female,106208.8,14.73,Mobile App,Groceries,54,4,3426.75,856.69,1,4,Steady Regulars
CUST00348,24,Male,37309.23,0.1,Online,Home & Garden,16,24,581.98,24.25,0,2,Occasional Big Spenders
CUST00349,41,Male,106070.67,1.25,In-Store,Groceries,7,20,4058.58,202.93,1,0,VIP / Premium Loyalists
CUST00350,24,Female,64360.16,0.89,Mobile App,Electronics,38,5,3536.33,707.27,1,3,Budget Shoppers
CUST00351,34,Male,88665.42,0.59,In-Store,Groceries,33,3,2480.72,826.91,0,3,Budget Shoppers
CUST00352,37,Male,44308.93,0.5,Online,Electronics,130,4,254.37,63.59,0,1,At-Risk / Disengaged
CUST00353,38,Male,79728.28,2.17,Online,Electronics,54,2,2548.26,1274.13,0,3,Budget Shoppers
CUST00354,29,Female,25674.63,1.0,Online,Fashion,15,11,717.2,65.2,1,2,Occasional Big Spenders
CUST00355,27,Female,28335.55,0.92,Online,Home & Garden,22,15,582.49,38.83,0,2,Occasional Big Spenders
CUST00356,32,Female,104753.16,4.95,In-Store,Beauty,70,8,3277.18,409.65,1,3,Budget Shoppers
CUST00357,29,Female,19578.62,2.03,Online,Electronics,13,22,592.67,26.94,0,2,Occasional Big Spenders
CUST00358,25,Male,35154.4,4.91,Online,Sports,23,5,3525.08,705.02,1,3,Budget Shoppers
CUST00359,18,Male,36133.01,9.08,In-Store,Home & Garden,167,3,270.79,90.26,1,1,At-Risk / Disengaged
CUST00360,35,Female,99715.11,2.59,In-Store,Beauty,26,5,4679.27,935.85,1,3,Budget Shoppers
CUST00361,47,Female,79667.15,0.82,Online,Sports,14,17,4373.42,257.26,0,0,VIP / Premium Loyalists
CUST00362,28,Male,78644.29,0.84,In-Store,Groceries,34,7,2498.73,356.96,0,3,Budget Shoppers
CUST00363,36,Female,114410.83,3.25,Online,Home & Garden,13,21,3625.66,172.65,0,0,VIP / Premium Loyalists
CUST00364,36,Male,102228.09,0.62,Online,Sports,52,7,2115.51,302.22,1,3,Budget Shoppers
CUST00365,40,Male,45382.87,4.16,Online,Home & Garden,95,2,364.18,182.09,0,1,At-Risk / Disengaged
CUST00366,55,Male,107163.97,2.66,In-Store,Home & Garden,3,20,3990.64,199.53,0,0,VIP / Premium Loyalists
CUST00367,24,Male,39983.31,4.29,Mobile App,Groceries,129,3,50.0,16.67,0,1,At-Risk / Disengaged
CUST00368,18,Female,49328.85,15.0,Online,Groceries,84,6,131.88,21.98,0,4,Steady Regulars
CUST00369,24,Female,46106.7,1.43,In-Store,Home & Garden,12,20,621.19,31.06,1,2,Occasional Big Spenders
CUST00370,18,Male,35170.24,0.1,Online,Sports,22,15,600.28,40.02,0,2,Occasional Big Spenders
CUST00371,18,Male,48797.57,0.41,In-Store,Fashion,13,19,593.17,31.22,1,2,Occasional Big Spenders
CUST00372,25,Female,36993.43,0.72,Online,Electronics,8,14,518.06,37.0,1,2,Occasional Big Spenders
CUST00373,25,Male,45057.19,1.7,Online,Groceries,11,20,490.36,24.52,0,2,Occasional Big Spenders
CUST00374,45,Female,108371.47,0.1,Mobile App,Fashion,47,5,2683.64,536.73,0,3,Budget Shoppers
CUST00375,27,Male,45366.97,4.89,In-Store,Groceries,9,22,570.8,25.95,1,2,Occasional Big Spenders
CUST00376,44,Female,120108.09,4.54,Online,Home & Garden,9,28,3030.22,108.22,0,0,VIP / Premium Loyalists
CUST00377,45,Male,43166.91,13.85,Online,Fashion,93,4,405.13,101.28,0,4,Steady Regulars
CUST00378,34,Male,26293.44,0.45,Online,Sports,5,17,480.1,28.24,0,2,Occasional Big Spenders
CUST00379,47,Male,43002.57,0.49,Online,Sports,139,3,338.89,112.96,0,1,At-Risk / Disengaged
CUST00380,21,Male,34558.41,0.96,Mobile App,Beauty,19,10,601.48,60.15,1,2,Occasional Big Spenders
CUST00381,33,Male,41219.26,0.77,Mobile App,Electronics,19,26,457.66,17.6,0,2,Occasional Big Spenders
CUST00382,54,Female,90137.12,0.53,Online,Electronics,54,4,3446.78,861.7,0,3,Budget Shoppers
CUST00383,33,Male,75981.96,1.9,Online,Groceries,63,5,3046.75,609.35,1,3,Budget Shoppers
CUST00384,28,Male,49060.03,1.71,Mobile App,Electronics,64,4,105.02,26.26,1,1,At-Risk / Disengaged
CUST00385,46,Female,96903.57,4.3,Online,Beauty,64,4,3180.44,795.11,1,3,Budget Shoppers
CUST00386,37,Female,78641.28,1.19,In-Store,Sports,144,3,403.12,134.37,1,1,At-Risk / Disengaged
CUST00387,26,Other,35746.98,0.1,Online,Fashion,6,30,827.46,27.58,0,2,Occasional Big Spenders
CUST00388,30,Female,38386.74,4.18,In-Store,Fashion,32,9,687.34,76.37,1,2,Occasional Big Spenders
CUST00389,18,Female,37094.22,0.87,In-Store,Sports,108,6,366.79,61.13,0,1,At-Risk / Disengaged
CUST00390,19,Female,22016.82,1.95,Mobile App,Home & Garden,151,4,352.01,88.0,0,1,At-Risk / Disengaged
CUST00391,20,Female,29043.23,5.51,In-Store,Sports,102,5,117.68,23.54,1,1,At-Risk / Disengaged
CUST00392,22,Female,98888.61,1.94,Online,Fashion,3,27,4569.33,169.23,1,0,VIP / Premium Loyalists
CUST00393,30,Male,102229.58,2.58,In-Store,Groceries,9,27,3792.15,140.45,1,0,VIP / Premium Loyalists
CUST00394,35,Male,32790.17,2.48,Mobile App,Beauty,111,3,306.4,102.13,0,1,At-Risk / Disengaged
CUST00395,42,Male,113409.28,4.34,Online,Sports,4,23,4688.17,203.83,0,0,VIP / Premium Loyalists
CUST00396,37,Female,46753.22,5.38,Online,Home & Garden,101,1,437.26,437.26,1,1,At-Risk / Disengaged
CUST00397,40,Female,67958.7,1.6,Online,Groceries,79,2,265.37,132.68,0,1,At-Risk / Disengaged
CUST00398,39,Female,133146.93,0.8,Online,Sports,13,23,3656.49,158.98,1,0,VIP / Premium Loyalists
CUST00399,39,Male,45007.09,2.09,Online,Groceries,117,2,118.26,59.13,0,1,At-Risk / Disengaged
CUST00400,39,Female,55303.22,1.55,In-Store,Sports,112,5,471.53,94.31,1,1,At-Risk / Disengaged
CUST00401,28,Female,48054.86,0.24,Online,Groceries,9,27,716.27,26.53,0,2,Occasional Big Spenders
CUST00402,42,Male,52278.16,1.43,Mobile App,Electronics,158,3,439.75,146.58,1,1,At-Risk / Disengaged
CUST00403,36,Female,100579.98,2.13,Online,Groceries,44,8,1434.23,179.28,0,3,Budget Shoppers
CUST00404,37,Male,46615.15,1.27,Online,Electronics,117,5,216.94,43.39,0,1,At-Risk / Disengaged
CUST00405,53,Female,121670.89,15.0,Online,Fashion,7,27,3634.49,134.61,0,4,Steady Regulars
CUST00406,45,Female,51101.52,0.38,Online,Electronics,110,5,430.53,86.11,0,1,At-Risk / Disengaged
CUST00407,35,Female,121447.81,0.75,Online,Groceries,10,13,3270.57,251.58,1,0,VIP / Premium Loyalists
CUST00408,26,Female,46968.82,0.1,Online,Beauty,11,14,566.29,40.45,0,2,Occasional Big Spenders
CUST00409,48,Female,74831.11,7.83,Online,Beauty,105,2,358.94,179.47,1,1,At-Risk / Disengaged
CUST00410,25,Female,30248.77,0.75,In-Store,Fashion,14,18,522.0,29.0,0,2,Occasional Big Spenders
CUST00411,46,Male,101770.14,14.57,In-Store,Groceries,8,24,2815.04,117.29,0,4,Steady Regulars
CUST00412,53,Female,23992.6,7.04,Online,Electronics,130,1,412.13,412.13,0,1,At-Risk / Disengaged
CUST00413,45,Male,18091.59,0.76,In-Store,Beauty,117,2,351.87,175.94,1,1,At-Risk / Disengaged
CUST00414,42,Male,106441.91,5.11,In-Store,Sports,37,2,2372.98,1186.49,1,3,Budget Shoppers
CUST00415,18,Female,88253.2,2.12,Online,Home & Garden,29,3,1933.8,644.6,0,3,Budget Shoppers
CUST00416,46,Female,122168.84,1.25,Mobile App,Groceries,11,23,4064.27,176.71,1,0,VIP / Premium Loyalists
CUST00417,21,Male,20985.37,1.79,Mobile App,Sports,12,19,585.51,30.82,0,2,Occasional Big Spenders
CUST00418,42,Male,120503.81,9.04,Online,Sports,3,27,3939.53,145.91,1,4,Steady Regulars
CUST00419,29,Male,81456.17,2.8,Online,Groceries,23,5,3482.72,696.54,1,3,Budget Shoppers
CUST00420,41,Male,44367.59,1.34,Online,Home & Garden,155,4,216.5,54.12,1,1,At-Risk / Disengaged
CUST00421,21,Male,63405.47,1.89,Online,Beauty,147,6,250.84,41.81,0,1,At-Risk / Disengaged
CUST00422,44,Female,30287.81,2.49,In-Store,Home & Garden,173,1,205.86,205.86,1,1,At-Risk / Disengaged
CUST00423,25,Male,38498.51,2.27,Online,Fashion,16,20,633.34,31.67,1,2,Occasional Big Spenders
CUST00424,55,Male,123268.95,0.43,In-Store,Electronics,5,28,3883.1,138.68,0,0,VIP / Premium Loyalists
CUST00425,32,Male,38609.8,1.72,In-Store,Electronics,24,12,850.08,70.84,0,2,Occasional Big Spenders
CUST00426,52,Other,64031.98,0.64,In-Store,Sports,72,8,2263.9,282.99,0,3,Budget Shoppers
CUST00427,37,Male,125149.9,7.57,In-Store,Beauty,13,28,4427.0,158.11,1,0,VIP / Premium Loyalists
CUST00428,23,Male,45707.47,1.88,Online,Home & Garden,57,3,364.02,121.34,1,1,At-Risk / Disengaged
CUST00429,36,Male,148228.38,13.44,Online,Sports,3,25,5005.96,200.24,1,4,Steady Regulars
CUST00430,21,Female,47977.54,0.14,In-Store,Groceries,31,14,600.08,42.86,1,2,Occasional Big Spenders
CUST00431,19,Female,43469.83,0.52,Online,Sports,14,22,666.2,30.28,0,2,Occasional Big Spenders
CUST00432,26,Male,78523.39,3.38,Online,Groceries,127,3,318.29,106.1,0,1,At-Risk / Disengaged
CUST00433,41,Male,97665.61,2.25,Mobile App,Groceries,32,5,3630.71,726.14,1,3,Budget Shoppers
CUST00434,34,Male,44320.26,0.22,In-Store,Fashion,5,8,706.31,88.29,0,2,Occasional Big Spenders
CUST00435,28,Female,40171.92,0.19,Online,Fashion,13,14,732.21,52.3,0,2,Occasional Big Spenders
CUST00436,44,Female,71644.83,4.76,In-Store,Groceries,34,6,2589.68,431.61,0,3,Budget Shoppers
CUST00437,27,Male,39432.46,1.4,In-Store,Beauty,8,18,277.14,15.4,0,2,Occasional Big Spenders
CUST00438,46,Male,29166.38,0.3,Online,Fashion,102,3,225.71,75.24,0,1,At-Risk / Disengaged
CUST00439,51,Male,50219.44,1.29,Online,Fashion,64,7,1955.08,279.3,0,3,Budget Shoppers
CUST00440,22,Male,44647.65,1.5,Mobile App,Electronics,24,14,540.14,38.58,0,2,Occasional Big Spenders
CUST00441,28,Female,26793.98,1.04,Online,Sports,24,23,679.8,29.56,0,2,Occasional Big Spenders
CUST00442,39,Male,61175.46,2.88,Online,Electronics,163,2,91.43,45.72,1,1,At-Risk / Disengaged
CUST00443,42,Male,118328.92,0.36,Online,Beauty,8,18,5097.49,283.19,1,0,VIP / Premium Loyalists
CUST00444,64,Male,133609.82,6.86,In-Store,Fashion,17,28,3183.67,113.7,1,0,VIP / Premium Loyalists
CUST00445,35,Female,41160.93,6.85,Online,Fashion,87,4,409.65,102.41,0,1,At-Risk / Disengaged
CUST00446,18,Female,55176.13,3.07,Online,Home & Garden,159,2,463.94,231.97,1,1,At-Risk / Disengaged
CUST00447,19,Male,47765.46,0.1,Online,Beauty,135,6,384.73,64.12,0,1,At-Risk / Disengaged
CUST00448,32,Male,44387.3,1.21,Mobile App,Sports,115,4,421.25,105.31,1,1,At-Risk / Disengaged
CUST00449,37,Male,142569.37,1.16,Online,Sports,7,34,4743.15,139.5,1,0,VIP / Premium Loyalists
CUST00450,26,Female,36744.2,0.1,In-Store,Sports,7,18,650.74,36.15,1,2,Occasional Big Spenders
CUST00451,36,Male,18068.99,0.37,Mobile App,Beauty,134,2,161.6,80.8,0,1,At-Risk / Disengaged
CUST00452,23,Female,91160.06,1.46,Online,Home & Garden,59,9,2017.55,224.17,0,3,Budget Shoppers
CUST00453,41,Female,113555.0,3.68,Mobile App,Home & Garden,10,25,4138.05,165.52,0,0,VIP / Premium Loyalists
CUST00454,21,Female,23048.93,1.49,Mobile App,Electronics,165,2,256.61,128.3,0,1,At-Risk / Disengaged
CUST00455,30,Male,29173.82,0.64,Mobile App,Beauty,32,24,631.89,26.33,0,2,Occasional Big Spenders
CUST00456,53,Female,113697.36,9.54,Online,Beauty,14,25,3566.63,142.67,0,4,Steady Regulars
CUST00457,19,Female,28577.4,0.13,In-Store,Home & Garden,14,18,895.88,49.77,0,2,Occasional Big Spenders
CUST00458,34,Male,134049.55,3.98,In-Store,Groceries,9,24,3534.98,147.29,1,0,VIP / Premium Loyalists
CUST00459,29,Male,39558.08,1.3,Mobile App,Groceries,17,18,665.4,36.97,0,2,Occasional Big Spenders
CUST00460,18,Male,36494.1,4.51,Online,Electronics,19,25,587.49,23.5,1,2,Occasional Big Spenders
CUST00461,24,Male,31775.39,1.37,In-Store,Groceries,31,14,517.48,36.96,0,2,Occasional Big Spenders
CUST00462,37,Male,90781.97,0.12,Online,Groceries,57,5,1785.41,357.08,0,3,Budget Shoppers
CUST00463,42,Female,102527.7,4.37,Online,Groceries,18,8,2976.8,372.1,1,3,Budget Shoppers
CUST00464,50,Male,117340.65,7.92,Online,Fashion,54,3,4022.72,1340.91,0,3,Budget Shoppers
CUST00465,62,Female,63335.56,0.18,In-Store,Electronics,137,1,145.4,145.4,1,1,At-Risk / Disengaged
CUST00466,47,Male,138008.0,4.39,Online,Home & Garden,10,15,4305.82,287.05,1,0,VIP / Premium Loyalists
CUST00467,26,Other,28560.27,0.1,In-Store,Groceries,12,16,528.35,33.02,0,2,Occasional Big Spenders
CUST00468,20,Male,54292.92,5.48,Mobile App,Sports,45,1,259.36,259.36,0,1,At-Risk / Disengaged
CUST00469,27,Female,25626.77,4.82,Online,Fashion,29,27,623.5,23.09,0,2,Occasional Big Spenders
CUST00470,47,Male,81555.1,0.24,In-Store,Groceries,138,2,398.52,199.26,0,1,At-Risk / Disengaged
CUST00471,27,Male,34352.97,6.84,Online,Fashion,15,13,492.45,37.88,1,2,Occasional Big Spenders
CUST00472,20,Female,54787.4,2.43,Online,Electronics,124,2,178.53,89.26,1,1,At-Risk / Disengaged
CUST00473,33,Male,46090.8,0.61,In-Store,Sports,13,5,545.8,109.16,0,2,Occasional Big Spenders
CUST00474,34,Female,51655.84,1.5,Mobile App,Sports,135,2,436.12,218.06,0,1,At-Risk / Disengaged
CUST00475,35,Female,91157.78,1.61,In-Store,Sports,52,5,3158.05,631.61,1,3,Budget Shoppers
CUST00476,58,Female,36537.63,5.33,In-Store,Groceries,81,4,258.2,64.55,0,1,At-Risk / Disengaged
CUST00477,24,Female,24020.28,0.61,Online,Fashion,18,18,675.04,37.5,0,2,Occasional Big Spenders
CUST00478,33,Female,85027.0,4.08,Online,Sports,69,8,2998.06,374.76,0,3,Budget Shoppers
CUST00479,25,Male,56365.91,15.0,In-Store,Beauty,158,1,360.33,360.33,0,4,Steady Regulars
CUST00480,18,Female,102172.08,0.43,Online,Beauty,33,4,2601.42,650.36,1,3,Budget Shoppers
CUST00481,33,Female,73870.16,2.25,Online,Fashion,42,10,1517.82,151.78,0,2,Occasional Big Spenders
CUST00482,29,Male,73754.9,2.11,In-Store,Groceries,49,11,1849.25,168.11,0,2,Occasional Big Spenders
CUST00483,50,Male,93751.95,1.21,Online,Groceries,8,23,4464.68,194.12,1,0,VIP / Premium Loyalists
CUST00484,51,Female,106067.15,2.35,Online,Electronics,72,7,3379.65,482.81,1,3,Budget Shoppers
CUST00485,28,Male,94355.14,0.85,In-Store,Electronics,37,3,3042.7,1014.23,1,3,Budget Shoppers
CUST00486,65,Male,49973.95,0.1,In-Store,Sports,113,4,191.02,47.76,0,1,At-Risk / Disengaged
CUST00487,30,Male,35984.63,1.2,Mobile App,Home & Garden,14,12,634.92,52.91,0,2,Occasional Big Spenders
CUST00488,23,Female,39635.35,0.1,In-Store,Electronics,1,18,607.47,33.75,0,2,Occasional Big Spenders
CUST00489,38,Male,66114.77,4.16,Online,Groceries,127,4,264.3,66.08,0,1,At-Risk / Disengaged
